71 1579157344 0.000403 0.200000 0.000403 0.000403 0.000000
71 1579157345 0.000403 0.200000 0.000403 0.000403 0.000000
71 1579157346 0.000403 0.200000 0.000403 0.000403 0.000000
71 1579157347 0.000403 0.200000 0.000403 0.000403 0.000000
71 1579157348 0.000403 0.200000 0.000403 0.000403 0.000000
92 1579157354 0.000020 0.200000 0.000020 0.000020 0.000000
89 1579157354 11.362565 0.200000 11.362565 11.362565 25.821575
92 1579157355 0.000020 0.200000 0.000020 0.000020 0.000000
89 1579157355 11.362565 0.200000 11.362565 11.362565 25.821575
92 1579157356 0.000020 0.200000 0.000020 0.000020 0.000000
89 1579157356 11.362565 0.200000 11.362565 11.362565 25.821575
92 1579157357 0.000020 0.200000 0.000020 0.000020 0.000000
89 1579157357 11.362565 0.200000 11.362565 11.362565 25.821575
92 1579157358 0.000020 0.200000 0.000020 0.000020 0.000000
89 1579157358 11.362565 0.200000 11.362565 11.362565 25.821575
71 1579157359 0.000275 0.200000 0.000275 0.000275 0.000000
71 1579157360 0.000275 0.200000 0.000275 0.000275 0.000000
71 1579157361 0.000275 0.200000 0.000275 0.000275 0.000000
71 1579157362 0.000275 0.200000 0.000275 0.000275 0.000000
71 1579157363 0.000275 0.200000 0.000275 0.000275 0.000000
92 1579157369 0.000020 0.200000 0.000020 0.000020 0.000000
92 1579157370 0.000020 0.200000 0.000020 0.000020 0.000000
89 1579157369 10.034523 0.200000 10.034523 10.034523 20.138328
89 1579157370 10.034523 0.200000 10.034523 10.034523 20.138328
92 1579157371 0.000020 0.200000 0.000020 0.000020 0.000000
89 1579157371 10.034523 0.200000 10.034523 10.034523 20.138328
92 1579157372 0.000020 0.200000 0.000020 0.000020 0.000000
89 1579157372 10.034523 0.200000 10.034523 10.034523 20.138328
92 1579157373 0.000020 0.200000 0.000020 0.000020 0.000000
89 1579157373 10.034523 0.200000 10.034523 10.034523 20.138328
71 1579157374 0.000305 0.200000 0.000305 0.000305 0.000000
71 1579157375 0.000305 0.200000 0.000305 0.000305 0.000000
71 1579157376 0.000305 0.200000 0.000305 0.000305 0.000000
71 1579157377 0.000305 0.200000 0.000305 0.000305 0.000000
71 1579157378 0.000305 0.200000 0.000305 0.000305 0.000000
92 1579157384 0.000019 0.200000 0.000019 0.000019 0.000000
89 1579157384 10.132445 0.200000 10.132445 10.132445 20.533289
92 1579157385 0.000019 0.200000 0.000019 0.000019 0.000000
89 1579157385 10.132445 0.200000 10.132445 10.132445 20.533289
92 1579157386 0.000019 0.200000 0.000019 0.000019 0.000000
89 1579157386 10.132445 0.200000 10.132445 10.132445 20.533289
92 1579157387 0.000019 0.200000 0.000019 0.000019 0.000000
89 1579157387 10.132445 0.200000 10.132445 10.132445 20.533289
92 1579157388 0.000019 0.200000 0.000019 0.000019 0.000000
89 1579157388 10.132445 0.200000 10.132445 10.132445 20.533289
71 1579157389 0.000300 0.200000 0.000300 0.000300 0.000000
71 1579157390 0.000300 0.200000 0.000300 0.000300 0.000000
71 1579157391 0.000300 0.200000 0.000300 0.000300 0.000000
71 1579157392 0.000300 0.200000 0.000300 0.000300 0.000000
71 1579157393 0.000300 0.200000 0.000300 0.000300 0.000000
92 1579157399 0.000021 0.200000 0.000021 0.000021 0.000000
89 1579157399 9.994314 0.200000 9.994314 9.994314 19.977263
92 1579157400 0.000021 0.200000 0.000021 0.000021 0.000000
89 1579157400 9.994314 0.200000 9.994314 9.994314 19.977263
92 1579157401 0.000021 0.200000 0.000021 0.000021 0.000000
89 1579157401 9.994314 0.200000 9.994314 9.994314 19.977263
92 1579157402 0.000021 0.200000 0.000021 0.000021 0.000000
89 1579157402 9.994314 0.200000 9.994314 9.994314 19.977263
92 1579157403 0.000021 0.200000 0.000021 0.000021 0.000000
89 1579157403 9.994314 0.200000 9.994314 9.994314 19.977263
71 1579157404 0.000380 0.200000 0.000380 0.000380 0.000000
71 1579157405 0.000380 0.200000 0.000380 0.000380 0.000000
71 1579157406 0.000380 0.200000 0.000380 0.000380 0.000000
71 1579157407 0.000380 0.200000 0.000380 0.000380 0.000000
71 1579157408 0.000380 0.200000 0.000380 0.000380 0.000000
92 1579157409 0.000019 0.200000 0.000019 0.000019 0.000000
89 1579157409 8.477183 0.200000 8.477183 8.477183 14.372525
92 1579157410 0.000019 0.200000 0.000019 0.000019 0.000000
89 1579157410 8.477183 0.200000 8.477183 8.477183 14.372525
92 1579157411 0.000019 0.200000 0.000019 0.000019 0.000000
89 1579157411 8.477183 0.200000 8.477183 8.477183 14.372525
92 1579157412 0.000019 0.200000 0.000019 0.000019 0.000000
89 1579157412 8.477183 0.200000 8.477183 8.477183 14.372525
92 1579157413 0.000019 0.200000 0.000019 0.000019 0.000000
89 1579157413 8.477183 0.200000 8.477183 8.477183 14.372525
71 1579157419 0.000367 0.200000 0.000367 0.000367 0.000000
71 1579157420 0.000367 0.200000 0.000367 0.000367 0.000000
71 1579157421 0.000367 0.200000 0.000367 0.000367 0.000000
71 1579157422 0.000367 0.200000 0.000367 0.000367 0.000000
71 1579157423 0.000367 0.200000 0.000367 0.000367 0.000000
92 1579157424 0.000019 0.200000 0.000019 0.000019 0.000000
89 1579157424 8.726092 0.200000 8.726092 8.726092 15.228937
89 1579157425 8.726092 0.200000 8.726092 8.726092 15.228937
92 1579157425 0.000019 0.200000 0.000019 0.000019 0.000000
92 1579157426 0.000019 0.200000 0.000019 0.000019 0.000000
89 1579157426 8.726092 0.200000 8.726092 8.726092 15.228937
92 1579157427 0.000019 0.200000 0.000019 0.000019 0.000000
89 1579157427 8.726092 0.200000 8.726092 8.726092 15.228937
92 1579157428 0.000019 0.200000 0.000019 0.000019 0.000000
89 1579157428 8.726092 0.200000 8.726092 8.726092 15.228937
71 1579157434 0.000341 0.200000 0.000341 0.000341 0.000000
71 1579157435 0.000341 0.200000 0.000341 0.000341 0.000000
71 1579157436 0.000341 0.200000 0.000341 0.000341 0.000000
71 1579157437 0.000341 0.200000 0.000341 0.000341 0.000000
71 1579157438 0.000341 0.200000 0.000341 0.000341 0.000000
92 1579157439 0.000021 0.200000 0.000021 0.000021 0.000000
89 1579157439 8.075935 0.200000 8.075935 8.075935 13.044146
92 1579157440 0.000021 0.200000 0.000021 0.000021 0.000000
89 1579157440 8.075935 0.200000 8.075935 8.075935 13.044146
92 1579157441 0.000021 0.200000 0.000021 0.000021 0.000000
89 1579157441 8.075935 0.200000 8.075935 8.075935 13.044146
92 1579157442 0.000021 0.200000 0.000021 0.000021 0.000000
89 1579157442 8.075935 0.200000 8.075935 8.075935 13.044146
92 1579157443 0.000021 0.200000 0.000021 0.000021 0.000000
